timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
244464966,5.191699,0.0,0,0,1,0,1,0,0
244964990,5.2497067,0.0,0,0,1,0,1,0,0
245464960,5.18042,0.0,0,0,1,0,1,0,0
245964965,5.235205,0.0,0,0,1,0,1,0,0
246464965,5.1933103,0.0,0,0,1,0,1,0,0
246964960,5.21748,0.0,0,0,1,0,1,0,0
247464990,5.243262,0.0,0,0,1,0,1,0,0
247964967,5.231982,0.0,0,0,1,0,1,0,0
248464967,5.2029786,0.0,0,0,1,0,1,0,0
248964990,5.1884766,0.0,0,0,1,0,1,0,0
249464960,5.2480955,0.0,0,0,1,0,1,0,0
249964960,5.194922,0.0,0,0,1,0,1,0,0
250474957,5.2368164,0.0,0,0,1,0,1,0,0
250974957,5.2480955,0.0,0,0,1,0,1,0,0
251474957,5.24165,0.0,0,0,1,0,1,0,0
251974958,5.243262,0.0,0,0,1,0,1,0,0
252474957,5.1610837,0.0,0,0,1,0,1,0,0
252974957,5.243262,0.0,0,0,1,0,1,0,0
253474957,5.18042,0.0,0,0,1,0,1,0,0
253974957,5.231982,0.0,0,0,1,0,1,0,0
254474957,5.190088,0.0,0,0,1,0,1,0,0
254974957,5.219092,0.0,0,0,1,0,1,0,0
255474957,5.231982,0.0,0,0,1,0,1,0,0
255974957,5.1933103,0.0,0,0,1,0,1,0,0
256474957,5.2239256,0.0,0,0,1,0,1,0,0
256974957,5.1933103,0.0,0,0,1,0,1,0,0
257474957,5.24165,0.0,0,0,1,0,1,0,0
257974957,5.1884766,0.0,0,0,1,0,1,0,0
258474957,5.256152,0.0,0,0,1,0,1,0,0
258974957,5.1868653,0.0,0,0,1,0,1,0,0
259474957,5.215869,0.0,0,0,1,0,1,0,0
259974958,5.2384276,0.0,0,0,1,0,1,0,0
260484960,5.196533,0.0,0,0,1,0,1,0,0
260984966,5.231982,0.0,0,0,1,0,1,0,0
261484960,5.1836424,0.0,0,0,1,0,1,0,0
261984990,5.2239256,0.0,0,0,1,0,1,0,0
262484968,5.2368164,0.0,0,0,1,0,1,0,0
262984967,5.231982,0.0,0,0,1,0,1,0,0
263484990,5.240039,0.0,0,0,1,0,1,0,0
263984960,5.191699,0.0,0,0,1,0,1,0,0
264484960,5.231982,0.0,0,0,1,0,1,0,0
264984960,5.1643066,0.0,0,0,1,0,1,0,0
265484962,5.219092,0.0,0,0,1,0,1,0,0
265984990,5.182031,0.0,0,0,1,0,1,0,0
266494957,5.2368164,0.0,0,0,1,0,1,0,0
266994957,5.2384276,0.0,0,0,1,0,1,0,0
267494957,5.1788087,0.0,0,0,1,0,1,0,0
267994957,5.244873,0.0,0,0,1,0,1,0,0
268494958,5.1868653,0.0,0,0,1,0,1,0,0
268994957,5.230371,0.0,0,0,1,0,1,0,0
269494957,5.1933103,0.0,0,0,1,0,1,0,0
269994959,5.2384276,0.0,0,0,1,0,1,0,0
270494957,5.2497067,0.0,0,0,1,0,1,0,0
270994957,5.244873,0.0,0,0,1,0,1,0,0
271494957,5.24165,0.0,0,0,1,0,1,0,0
271994957,5.18042,0.0,0,0,1,0,1,0,0
272494957,5.240039,0.0,0,0,1,0,1,0,0
272994957,5.1739745,0.0,0,0,1,0,1,0,0
273494957,5.230371,0.0,0,0,1,0,1,0,0
273994957,5.1933103,0.0,0,0,1,0,1,0,0
274494957,5.2384276,0.0,0,0,1,0,1,0,0
274994957,5.22876,0.0,0,0,1,0,1,0,0
275494957,5.2384276,0.0,0,0,1,0,1,0,0
275994957,5.220703,0.0,0,0,1,0,1,0,0
276494957,5.151416,0.0,0,0,1,0,1,0,0
277004960,5.220703,0.0,0,0,1,0,1,0,0
277504960,5.1868653,0.0,0,0,1,0,1,0,0
278004990,5.2368164,0.0,0,0,1,0,1,0,0
278504960,5.2368164,0.0,0,0,1,0,1,0,0
279004960,5.219092,0.0,0,0,1,0,1,0,0
279504960,5.22876,0.0,0,0,1,0,1,0,0
280004960,5.1852536,0.0,0,0,1,0,1,0,0
280504990,5.22876,0.0,0,0,1,0,1,0,0
281004960,5.1836424,0.0,0,0,1,0,1,0,0
281504960,5.2094235,0.0,0,0,1,0,1,0,0
282004990,5.1788087,0.0,0,0,1,0,1,0,0
282504978,5.2368164,0.0,0,0,1,0,1,0,0
283004960,5.2239256,0.0,0,0,1,0,1,0,0
283504960,5.2335935,0.0,0,0,1,0,1,0,0
284004960,5.244873,0.0,0,0,1,0,1,0,0
284504990,5.1933103,0.0,0,0,1,0,1,0,0
285004966,5.2384276,0.0,0,0,1,0,1,0,0
285504960,5.1933103,0.0,0,0,1,0,1,0,0
286005005,5.240039,0.0,0,0,1,0,1,0,0
286514957,5.2384276,0.0,0,0,1,0,1,0,0
287014957,5.243262,0.0,0,0,1,0,1,0,0
287514957,5.2464843,0.0,0,0,1,0,1,0,0
288014957,5.1691403,0.0,0,0,1,0,1,0,0
288514957,5.2271485,0.0,0,0,1,0,1,0,0
289514957,5.2239256,0.0,0,0,1,0,1,0,0
290014957,5.1755857,0.0,0,0,1,0,1,0,0
