timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure,failure_detector_status
286081594,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
287084488,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
288085517,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
290102447,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
291110984,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
292120445,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
293129797,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
294137778,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
295146687,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
296153518,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
297161793,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
298167444,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
299174874,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
300184488,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
301187762,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
302194740,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
303195652,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
304204500,2555951,2162703,2555951,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
305156465,2555951,2162703,2555951,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
